35901;31481;"ES";"Olaberri";"Comunidad Foral de Navarra";"Navarra";"NA";"42.805035200";"-1.399596750"
35902;31481;"ES";"Uli-Alto";"Comunidad Foral de Navarra";"Navarra";"NA";"42.833361520";"-1.303855840"
35903;31481;"ES";"Uli-Bajo";"Comunidad Foral de Navarra";"Navarra";"NA";"42.748198270";"-1.324290440"
35904;31481;"ES";"Villanueva de Lónguida";"Comunidad Foral de Navarra";"Navarra";"NA";"42.755925320";"-1.360535040"
35905;31481;"ES";"Villaveta";"Comunidad Foral de Navarra";"Navarra";"NA";"42.772286550";"-1.400070010"
35906;31481;"ES";"Zariquieta";"Comunidad Foral de Navarra";"Navarra";"NA";"42.794684480";"-1.295085310"
35907;31481;"ES";"Zuasti";"Comunidad Foral de Navarra";"Navarra";"NA";"42.767696810";"-1.400360870"
35908;31481;"ES";"Zuza";"Comunidad Foral de Navarra";"Navarra";"NA";"42.759957430";"-1.410950770"
35909;31482;"ES";"Lérruz";"Comunidad Foral de Navarra";"Navarra";"NA";"42.787790220";"-1.493490180"
35910;31482;"ES";"Lizoáin";"Comunidad Foral de Navarra";"Navarra";"NA";"42.860725810";"-1.458020940"
35911;31482;"ES";"Redin";"Comunidad Foral de Navarra";"Navarra";"NA";"42.813144590";"-1.470510120"
35912;31483;"ES";"Beortegui";"Comunidad Foral de Navarra";"Navarra";"NA";"42.803412150";"-1.436096240"
35913;31483;"ES";"Janariz";"Comunidad Foral de Navarra";"Navarra";"NA";"42.811088860";"-1.447260770"
35914;31483;"ES";"Laboa";"Comunidad Foral de Navarra";"Navarra";"NA";"42.831018050";"-1.453515060"
35915;31483;"ES";"Leyun";"Comunidad Foral de Navarra";"Navarra";"NA";"42.834208900";"-1.472890510"
35916;31483;"ES";"Ozcáriz";"Comunidad Foral de Navarra";"Navarra";"NA";"42.816768790";"-1.454470630"
35917;31484;"ES";"Galduroz";"Comunidad Foral de Navarra";"Navarra";"NA";"42.859160050";"-1.491940480"
35918;31484;"ES";"Iloz";"Comunidad Foral de Navarra";"Navarra";"NA";"42.848049640";"-1.456201310"
35919;31484;"ES";"Urricelqui";"Comunidad Foral de Navarra";"Navarra";"NA";"42.871924330";"-1.469933760"
35920;31484;"ES";"Zalba";"Comunidad Foral de Navarra";"Navarra";"NA";"42.834233850";"-1.449942210"
35921;31484;"ES";"Zaldaiz";"Comunidad Foral de Navarra";"Navarra";"NA";"42.875068710";"-1.483614440"
35922;31484;"ES";"Zunzarren";"Comunidad Foral de Navarra";"Navarra";"NA";"42.858568110";"-1.457266360"
35923;31485;"ES";"Mendióroz";"Comunidad Foral de Navarra";"Navarra";"NA";"42.818432340";"-1.491191090"
35924;31485;"ES";"Uroz";"Comunidad Foral de Navarra";"Navarra";"NA";"42.807621620";"-1.488965540"
35925;31485;"ES";"Yelz";"Comunidad Foral de Navarra";"Navarra";"NA";"42.797208030";"-1.512602270"
35926;31486;"ES";"Alzuza";"Comunidad Foral de Navarra";"Navarra";"NA";"42.838697860";"-1.565910650"
35927;31486;"ES";"Azpa";"Comunidad Foral de Navarra";"Navarra";"NA";"42.806034060";"-1.521935530"
35928;31486;"ES";"Echalaz";"Comunidad Foral de Navarra";"Navarra";"NA";"42.834760960";"-1.522155600"
35929;31486;"ES";"Egues";"Comunidad Foral de Navarra";"Navarra";"NA";"42.824219140";"-1.558070470"
35930;31486;"ES";"Egulbati";"Comunidad Foral de Navarra";"Navarra";"NA";"42.857604900";"-1.535680130"
35931;31486;"ES";"Elcano";"Comunidad Foral de Navarra";"Navarra";"NA";"42.831392290";"-1.546221160"
35932;31486;"ES";"Elia";"Comunidad Foral de Navarra";"Navarra";"NA";"42.842179930";"-1.516827450"
35933;31486;"ES";"Eransus";"Comunidad Foral de Navarra";"Navarra";"NA";"42.828505710";"-1.511171470"
35934;31486;"ES";"Ibiricu de Egues";"Comunidad Foral de Navarra";"Navarra";"NA";"42.827411160";"-1.538178110"
35935;31486;"ES";"Sagaseta";"Comunidad Foral de Navarra";"Navarra";"NA";"42.842503880";"-1.543336430"
35936;31486;"ES";"Ustarroz";"Comunidad Foral de Navarra";"Navarra";"NA";"42.814495430";"-1.520201690"
35937;31487;"ES";"Liédena";"Comunidad Foral de Navarra";"Navarra";"NA";"42.616791770";"-1.275500650"
35938;31490;"ES";"Cáseda";"Comunidad Foral de Navarra";"Navarra";"NA";"42.499205730";"-1.360640660"
35939;31491;"ES";"Ezprogui";"Comunidad Foral de Navarra";"Navarra";"NA";"42.592667990";"-1.433311340"
35940;31491;"ES";"Moriones";"Comunidad Foral de Navarra";"Navarra";"NA";"42.592649540";"-1.433310320"
35941;31491;"ES";"Sada";"Comunidad Foral de Navarra";"Navarra";"NA";"42.585932330";"-1.397551380"
35942;31492;"ES";"Ayesa";"Comunidad Foral de Navarra";"Navarra";"NA";"42.570090050";"-1.422221000"
35943;31493;"ES";"Gallipienzo";"Comunidad Foral de Navarra";"Navarra";"NA";"42.525615600";"-1.410030510"
35944;31493;"ES";"Gallipienzo Nuevo";"Comunidad Foral de Navarra";"Navarra";"NA";"42.529831800";"-1.390641360"
35945;31494;"ES";"Eslava";"Comunidad Foral de Navarra";"Navarra";"NA";"42.564183750";"-1.459180810"
35946;31494;"ES";"Leoz";"Comunidad Foral de Navarra";"Navarra";"NA";"42.564518210";"-1.484665140"
35947;31494;"ES";"Lerga";"Comunidad Foral de Navarra";"Navarra";"NA";"42.567176050";"-1.500960910"
35948;31494;"ES";"Maquirriain";"Comunidad Foral de Navarra";"Navarra";"NA";"42.570870340";"-1.573935160"
35949;31494;"ES";"Olleta";"Comunidad Foral de Navarra";"Navarra";"NA";"42.585004520";"-1.539880880"
35950;31494;"ES";"Sansoáin";"Comunidad Foral de Navarra";"Navarra";"NA";"42.566241660";"-1.599130060"
35951;31495;"ES";"San Martín de Unx";"Comunidad Foral de Navarra";"Navarra";"NA";"42.525811090";"-1.556600770"
35952;31496;"ES";"Ujué";"Comunidad Foral de Navarra";"Navarra";"NA";"42.506900550";"-1.500891430"
35953;31500;"ES";"Tudela";"Comunidad Foral de Navarra";"Navarra";"NA";"42.061946440";"-1.602950620"
35954;31500;"ES";"Poligono de Tiro";"Comunidad Foral de Navarra";"Navarra";"NA";"42.051007670";"-1.675101500"
35956;31510;"ES";"Fustiñana";"Comunidad Foral de Navarra";"Navarra";"NA";"42.022883240";"-1.489291170"
35957;31511;"ES";"Cabanillas";"Comunidad Foral de Navarra";"Navarra";"NA";"42.031359250";"-1.525360690"
35958;31512;"ES";"El Bocal";"Comunidad Foral de Navarra";"Navarra";"NA";"42.018750760";"-1.556175060"
35959;31512;"ES";"Fontellas";"Comunidad Foral de Navarra";"Navarra";"NA";"42.029858030";"-1.581981050"
35960;31513;"ES";"Arguedas";"Comunidad Foral de Navarra";"Navarra";"NA";"42.176164290";"-1.599860540"
35961;31514;"ES";"Valtierra";"Comunidad Foral de Navarra";"Navarra";"NA";"42.195372700";"-1.634350100"
35962;31515;"ES";"Cadreita";"Comunidad Foral de Navarra";"Navarra";"NA";"42.217145800";"-1.693771430"
35963;31520;"ES";"Cascante";"Comunidad Foral de Navarra";"Navarra";"NA";"42.002889230";"-1.681481170"
35964;31521;"ES";"Murchante";"Comunidad Foral de Navarra";"Navarra";"NA";"42.029805800";"-1.657971010"
